Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,23 + 45 + 67 + 89,Performing only the first two additions and assuming others are correct.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 67, and 89.",Not matching units and tens places correctly.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,14 + 28 + 37 + 45,Confusing place values and adding 4+5 as 9
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,"Find the sum of 24, 35, 16, and 28.",Ignoring carrying and just adding right to left.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 67, and 89.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 45, 23, 12, and 15",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 67, and 89.",<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add 23 + 45 + 16 + 12,Summing after every number
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 56, and 78.",<u>Student adds tens only:</u> 20 + 40 + 50 + 70 = 180.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 67, and 89.",Ignoring place values when lining up the numbers.
K2,Numbers and Operations,adding up to four 2-digit numbers,Complex Addition,"Add 23, 34, 12, and 45.",Carrying incorrectly from the tens place to hundreds place.
K2,Numbers and Operations,adding up to four 2-digit numbers,Calculation Error,12 + 34 + 56 + 78,Forgetting to carry over the tens place.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,"Find the sum of 23, 45, 12, and 34.",Forgetting intermediate sums and carrying digits correctly.
K2,Numbers and Operations,adding up to four 2-digit numbers,Math Puzzle,"Add 12, 34, 56, and 78.",Assuming a digit was carried over incorrectly leading to 190 instead of 180.
K2,Numbers and Operations,adding up to four 2-digit numbers,Complex Calculation,"Add 58, 23, 15, and 49.",Typing 4915 as 4451 without regrouping.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,What is 27 + 15 + 43 + 19?,Student drops the carry from the previous addition.
K2,Numbers and Operations,adding up to four 2-digit numbers,Complex Computation,Add 25 + 14 + 36 + 12,<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,"Add 16, 29, 38, and 47.",Interchanging digits while adding.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,14 + 27 + 36 + 19,Forgetting to carry the tens from 36 and 19 to the next column.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 38 + 27 + 14 + 19,Adding the numbers left to right without carrying over.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 72, 35, 19, and 44.",Ignoring the regrouping needed.
K2,Numbers and Operations,adding up to four 2-digit numbers,Conceptual,Add: 35 + 47 + 28 + 19,"<br>Student adds the numbers vertically without proper alignment, causing arithmetic errors.<br>"
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 55 + 22 + 11 + 33,<student's mistake>
K2,Numbers and Operations,adding up to four 2-digit numbers,Estimation,"Estimate the sum of 45, 23, 78, and 34.",Student uses precise addition instead of estimating.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,Add 23 + 45 + 32 + 56,Student misaligns numbers leading to errors.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,"Add 23, 45, 67, and 89.",Confusing the position of numbers.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,What is 23 + 45 + 12 + 17?,_
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,23 + 45 + 15 + 12,Adding all digits together rather than the complete numbers.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,23 + 45 + 67 + 89,"Avoiding place value, thinking 7 + 9 = 16 and carrying 1 to the next column instead of adding it to the sum."
K2,Numbers and Operations,adding up to four 2-digit numbers,Procedural Skill,"Add 27, 36, 45, and 54.",Making an error while regrouping.
K2,Numbers and Operations,adding up to four 2-digit numbers,Conceptual Error,What is 23 + 45 + 12 + 34?,Unable to focus on all four numbers at once.
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Add: 47 + 36 + 29 + 14,Ignoring carrying in the tens place.
K2,Numbers and Operations,adding up to four 2-digit numbers,Number Puzzle,Find the missing number: 23 + ? + 12 + 34 = 76,Student writes 23 + 1 + 2 + 34 = 76
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 25, 36, 49, and 53.",Not carrying over properly.
K2,Numbers and Operations,adding up to four 2-digit numbers,Arithmetic,"Find the sum of 23, 45, 12, and 38.","Ignoring place values when adding units, tens, etc."
K2,Numbers and Operations,adding up to four 2-digit numbers,Computation,Add: 29 + 37 + 44 + 16,Mixing up the place values of numbers as they are added.
K2,Numbers and Operations,adding up to four 2-digit numbers,Memory Limitation,Add 23 + 45 + 67 + 89,Performing intermediate additions in their head inaccurately.
K2,Numbers and Operations,adding up to four 2-digit numbers,arithmetic,24 + 39 + 57 + 16,Adding 24 + 39 as 263 instead of 63
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,Calculate 48 + 19 + 33 + 25,Misplacing decimals in the final sum
K2,Numbers and Operations,adding up to four 2-digit numbers,Numbers and Operations,"Add 23, 45, 67, and 89.",<br/>
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Conceptual Mistake,Approximate √2 as a rational number.,"Treating √2 as 2/2 and not a non-repeating, non-terminating decimal."
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Misconception,"If √2 is irrational, what can we say about 2.5√2?",Student thinks 2.5√2 is also irrational because it contains √2.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Understanding irrational numbers in measurement,Convert √5 meters to a rational number of meters.,Mistakenly applying radical rules to the number 5.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Misconception,Is √2 rational?,Assuming it can be written as a simple fraction
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Calculation Error,Approximate sqrt(10) as a rational number.,Considering 3.16 or 3.17 as an accurate rational representation.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Conceptual,Explain why √5 is irrational.,Mistaking √5 for a whole number like 5.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Misconception,Which of the following is an irrational number?,<i>2.5</i>
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Procedural Error,Approximate √3 as a rational number.,Multiplying incorrectly to make it more rational.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Irrational Numbers,Approximate sqrt(10) as a rational number.,sqrt(10) = 5
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Understanding Irrational Numbers,"If √8 ≈ 2.83, find the rational number approximation.",Assuming the approximation is exact as √8 is irrational.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Understanding irrational numbers,Approximate √10 with a rational number.,"Student converts √10 = 10, providing 10 as the answer."
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Rationalizing square roots,Rationalize the denominator: √3/2,Thinking √3/2 is just 3/2
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Understanding Irrational Numbers,Express √2 as a rational number.,Student believes the rational number and the approximation are equal.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Procedural Error,Approximate √5 as a rational number.,Estimating as 2 instead of 2.236...
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Conceptual Error,Approximate √3 with a rational number.,Student believes √3 can be exactly represented as a rational number.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Understanding irrational numbers,Convert √7 as a rational number.,Student multiplies the numerator and denominator by 2.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Irrational Approximation,Approximate √7 to a rational number.,Mistaking the closest rational approximation as an exact representation.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Procedural,Approximate √8 with a rational number.,Student rounds √8 to 3 or 3.0.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Conceptual,Explain why 0.333... is the same as 1/3.,Seeing repeating decimal as random digits.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Irrational Number Approximation,Approximate √7 as a rational number.,Student assumes √7 is close to 3 just because it's close to √9.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Rational Approximation of √11 in the context of a word problem,Approximate the value of √11 to the nearest whole number.,Student rounds √11 to be 4 due to confusion with rounding rules.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Irrational Numbers Approximation,Approximate √7 as a rational number.,Student mistakes the approximation of √7 as 3/7 instead of 2.6.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Procedural,Approximate √7 using a rational number.,Confusing the approximation with an exact value.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Conceptual Error,Approximate √2 as a rational number.,Thinking √2 is 1.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Misconception,Identify if √16 is a rational or irrational number.,√16 is irrational.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Procedural Error,Approximate √2 as a rational number.,Student rounds 1.414 to 1.4.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Misconception,Is the value of π changing in this context?,Assuming π can be written as a terminating or repeating decimal.
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Rational Approximation,Approximate sqrt(5) as a rational number.,Rounding too early and ignoring the irrational nature of sqrt(5).
K8,Numbers and Operations,Understanding irrational numbers and approximating them with rational numbers,Rational Approximation,Approximate √7 as a rational number.,Misunderstanding rational approximations limits.
