Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
78,K5,Measurement,multi-step word problems in measurement,Measurement calculation error,Mixing up units and attempting to perform arithmetic without properly converting measurement units
79,K5,Measurement,multi-step word problems in measurement,Calculation Error,Confusing addition with multiplication in a multi-step measurement problem
80,K5,Measurement,multi-step word problems in measurement,Measurement Misconception,"Mixing up units and values, showing difficulty understanding relationship between different measurement scales"
81,K5,Measurement,multi-step word problems in measurement,Measurement misinterpretation,Confusing units of measurement and adding lengths directly without converting to the same unit
82,K5,Measurement,multi-step word problems in measurement,Measurement calculation error,The student confuses units and adds different measurement scales together without conversion
83,K5,Measurement,multi-step word problems in measurement,Measurement misinterpretation,Confusing units and not understanding relative size of measurement quantities
84,K5,Measurement,multi-step word problems in measurement,Measurement comprehension,Confusing units and adding length measurements inconsistently
85,K5,Measurement,multi-step word problems in measurement,Measurement calculation error,Confusing units and adding length measurements without converting them first
86,K5,Measurement,multi-step word problems in measurement,Measurement Comprehension,"Mixing up units and adding them incorrectly, showing difficulty distinguishing between inches, feet, and converting measurements"
87,K5,Measurement,multi-step word problems in measurement,Measurement miscalculation,Mixing up units and adding inches and feet directly without converting to a common unit
88,K5,Measurement,multi-step word problems in measurement,Measurement misinterpretation,Confuses units of measurement and adds lengths without converting to a common unit
89,K5,Measurement,multi-step word problems in measurement,Measurement comprehension,Confusing unit conversions and adding measurements without considering different scales
90,K5,Measurement,multi-step word problems in measurement,Measurement calculation error,"Confusing units of measurement and adding inches and centimeters together without converting, showing incomplete understanding of measurement conversion"
91,K5,Measurement,multi-step word problems in measurement,Measurement misconception,"The student adds or subtracts lengths without converting units, showing difficulty understanding unit compatibility"
92,K5,Measurement,multi-step word problems in measurement,Measurement misunderstanding,"The student might add and subtract measurements inconsistently, not fully grasping unit conversions or mixed units"
93,K5,Measurement,multi-step word problems in measurement,Measurement comprehension,Confusing units of measurement and adding lengths incorrectly
94,K5,Measurement,multi-step word problems in measurement,Measurement misinterpretation,The student confuses units and tries to add inches and centimeters directly without converting them to the same measurement system
95,K5,Measurement,multi-step word problems in measurement,Measurement misunderstanding,"The student confuses different units of measurement and adds them directly without converting, showing limited understanding of unit relationships."
96,K5,Measurement,multi-step word problems in measurement,Measurement interpretation,"The student adds length units without understanding conversion, potentially mixing inches and centimeters interchangeably without recognizing their different scales"
97,K5,Measurement,multi-step word problems in measurement,Measurement Misconception,"The student confuses units of measurement and attempts to add inches and centimeters directly without conversion, showing limited understanding of measurement scale relationships"
98,K5,Measurement,multi-step word problems in measurement,Measurement Comprehension,Mixing up units and adding/subtracting numbers without considering measurement context
99,K5,Measurement,multi-step word problems in measurement,Measurement comprehension error,Mixing up units and attempting to add different measurement scales without conversion
100,K5,Measurement,multi-step word problems in measurement,Measurement calculation confusion,"The student adds inches and centimeters without converting units first, demonstrating difficulty understanding unit consistency"
1,K4,Numbers and Operations,multiplication of one by 4 digits and 2 by 2 digits,Computational error,"Misaligns decimal points when multiplying, resulting in incorrect digit placement"
2,K4,Numbers and Operations,multiplication of one by 4 digits and 2 by 2 digits,Computational error,Misaligning place values during multi-digit multiplication
3,K4,Numbers and Operations,multiplication of one by 4 digits and 2 by 2 digits,Procedural error,Multiplying each digit separately without understanding place value
4,K4,Numbers and Operations,multiplication of one by 4 digits and 2 by 2 digits,Procedural Error,"Incorrectly aligning digits during multi-digit multiplication, potentially misplacing decimal points or creating random zero placements"
